"","Male","Bachelor","relfreq","religionlink","regionlink","moreno","province","ownchtrust","religion"
"1398",0,1,99,3,3,2,"Ontario",99,"Non-religious"
"1399",1,0,99,2,3,3,"Ontario",99,"Non-religious"
"1400",0,0,99,2,4,2,"Ontario",99,"Non-religious"
"1401",0,0,1,4,4,3,"Nova Scotia",99,"Jewish"
"1402",0,0,1,2,3,1,"Ontario",4,"Catholic"
"1403",0,0,4,4,3,1,"Ontario",99,"Other Christian"
"1404",0,0,99,3,3,4,"Ontario",99,"Non-religious"
"1406",0,0,1,2,3,3,"Ontario",99,"Anglican"
"1407",0,0,1,2,3,2,"Ontario",99,"Anglican"
"1408",0,0,1,4,4,3,"Ontario",99,"Anglican"
"1409",1,0,1,2,3,3,"Ontario",99,"Anglican"
"1410",1,0,1,2,2,3,"Ontario",99,"Anglican"
"1411",0,0,2,2,4,2,"New Brunswick",5,"Catholic"
"1412",0,0,2,4,4,3,"New Brunswick",99,"Jewish"
"1413",0,0,2,3,2,2,"Ontario",10,"United Church"
"1414",0,0,1,1,4,2,"Ontario",6,"Catholic"
"1415",1,0,4,4,1,1,"Ontario",99,"Other Christian"
"1416",1,0,99,2,4,1,"Ontario",99,"Non-religious"
"1417",1,1,99,4,4,3,"Ontario",99,"Non-religious"
"1418",1,0,99,2,1,3,"Ontario",99,"Non-religious"
"1419",0,0,99,4,4,3,"Ontario",99,"Non-religious"
"1420",1,0,99,2,3,2,"Ontario",99,"Non-religious"
"1421",0,0,4,3,3,2,"Ontario",8,"Catholic"
"1422",1,0,1,3,3,1,"Ontario",5,"Catholic"
"1424",1,0,99,2,2,3,"New Brunswick",99,"Non-religious"
"1425",1,0,1,1,4,3,"Ontario",6,"Catholic"
"1426",1,0,99,1,1,4,"Ontario",99,"Non-religious"
"1427",0,0,99,4,3,1,"New Brunswick",99,"Non-religious"
"1428",1,1,99,3,3,2,"New Brunswick",99,"Non-religious"
"1429",1,0,1,2,4,2,"Ontario",6,"Catholic"
"1430",1,0,2,3,3,1,"Ontario",4,"Catholic"
"1431",0,0,99,1,1,3,"New Brunswick",99,"Non-religious"
"1432",0,1,1,2,3,2,"Ontario",2,"Catholic"
"1433",0,1,1,3,3,1,"Ontario",3,"Catholic"
"1434",1,0,99,1,1,1,"New Brunswick",99,"Non-religious"
"1435",0,1,99,3,4,1,"British Columbia",99,"Non-religious"
"1436",0,1,99,3,4,1,"Ontario",99,"Non-religious"
"1437",0,1,4,4,2,4,"British Columbia",99,"Other"
"1438",0,0,4,2,3,4,"Newfoundland and Labrador",7,"Catholic"
"1439",0,0,99,2,2,3,"New Brunswick",99,"Non-religious"
"1440",0,1,3,1,1,1,"Ontario",5,"Catholic"
"1441",1,0,2,3,3,3,"Ontario",8,"United Church"
"1442",0,0,1,2,4,3,"New Brunswick",99,"Anglican"
"1443",0,0,2,3,3,2,"New Brunswick",5,"Catholic"
"1444",0,0,1,2,4,2,"Ontario",5,"United Church"
"1445",0,0,1,2,3,1,"Ontario",8,"Catholic"
"1447",0,0,1,1,1,3,"Ontario",5,"United Church"
"1448",0,1,99,2,3,2,"Ontario",99,"Non-religious"
"1449",0,1,2,2,3,2,"Ontario",7,"Catholic"
"1450",1,1,99,4,4,1,"Ontario",99,"Non-religious"
"1451",1,1,99,3,3,3,"Ontario",99,"Non-religious"
"1452",1,1,99,4,3,3,"Ontario",99,"Non-religious"
"1453",0,0,4,4,3,3,"Ontario",99,"Other Christian"
"1454",0,0,99,4,4,3,"Nova Scotia",99,"Non-religious"
"1455",0,0,1,1,2,1,"Ontario",99,"Other"
"1457",0,0,99,2,2,3,"Ontario",99,"Non-religious"
"1458",0,0,99,2,3,1,"Ontario",99,"Non-religious"
"1459",0,0,99,2,3,2,"Ontario",99,"Non-religious"
"1460",1,0,99,4,4,1,"Ontario",99,"Non-religious"
"1462",1,0,4,4,4,3,"Ontario",99,"Other Christian"
"1463",1,0,4,4,4,3,"Ontario",99,"Other"
"1464",1,0,99,2,2,2,"Ontario",99,"Non-religious"
"1465",1,0,4,4,3,1,"Ontario",99,"Other Christian"
"1466",0,0,99,1,3,3,"Ontario",99,"Non-religious"
"1467",0,0,2,3,3,1,"Ontario",99,"Anglican"
"1468",0,0,1,1,3,1,"Ontario",99,"Other Christian"
"1469",0,0,99,3,2,1,"Ontario",99,"Non-religious"
"1470",1,0,1,4,3,3,"Ontario",99,"Other"
"1471",1,0,1,3,3,1,"Ontario",3,"Catholic"
"1472",0,0,1,4,3,3,"Ontario",99,"Buddhist"
"1473",1,0,4,3,3,1,"Ontario",99,"Other Christian"
"1474",0,0,1,2,2,3,"New Brunswick",9,"Catholic"
"1475",0,0,99,3,4,4,"Ontario",99,"Non-religious"
"1476",0,1,4,2,2,1,"Ontario",99,"Other Christian"
"1477",0,0,1,1,3,2,"Ontario",3,"Catholic"
"1478",0,1,99,3,3,3,"Ontario",99,"Non-religious"
"1479",1,0,99,1,2,2,"Ontario",99,"Non-religious"
"1480",0,0,1,1,4,3,"Ontario",0,"Catholic"
"1481",0,0,2,1,4,3,"Ontario",99,"Other Christian"
"1482",1,1,1,2,3,2,"Ontario",6,"United Church"
"1483",1,1,99,1,3,2,"Ontario",99,"Non-religious"
"1484",1,1,4,2,3,3,"Ontario",6,"United Church"
"1485",0,0,99,4,3,1,"New Brunswick",99,"Non-religious"
"1486",1,1,2,1,4,2,"Ontario",0,"Catholic"
"1487",1,1,1,4,3,2,"Ontario",99,"Other"
"1488",1,1,99,1,3,2,"Ontario",99,"Non-religious"
"1489",0,1,4,3,3,3,"Ontario",7,"United Church"
"1490",0,0,1,1,2,3,"Ontario",7,"United Church"
"1491",1,0,1,2,2,3,"Ontario",3,"United Church"
"1492",1,0,3,3,3,3,"Ontario",99,"Other Christian"
"1493",0,0,2,4,3,3,"Ontario",99,"Anglican"
"1494",0,0,1,2,3,3,"Ontario",99,"Anglican"
"1495",1,0,99,3,3,2,"Ontario",99,"Non-religious"
"1496",0,0,2,1,2,1,"Ontario",7,"United Church"
"1497",1,0,4,3,3,2,"Ontario",9,"Catholic"
"1498",1,0,99,3,3,2,"Ontario",99,"Non-religious"
"1499",1,0,2,4,4,3,"Ontario",7,"Catholic"
"1500",0,0,2,2,3,1,"Ontario",8,"United Church"
"1501",1,0,4,3,3,2,"Ontario",99,"Other Christian"
"1502",1,0,3,3,2,3,"Ontario",5,"Catholic"
"1503",0,0,99,2,4,1,"British Columbia",99,"Non-religious"
"1504",0,0,99,4,4,3,"Ontario",99,"Non-religious"
"1505",1,0,2,2,2,2,"Ontario",99,"Anglican"
"1506",1,0,99,3,4,3,"Ontario",99,"Non-religious"
"1507",0,1,99,2,3,1,"Ontario",99,"Non-religious"
"1508",1,0,99,2,2,1,"Ontario",99,"Non-religious"
"1509",0,0,1,1,2,1,"Ontario",5,"Catholic"
"1510",0,0,4,4,3,3,"Ontario",9,"Catholic"
"1512",0,0,4,3,4,1,"Ontario",6,"Catholic"
"1513",1,0,99,1,2,1,"Ontario",99,"Non-religious"
"1514",0,0,2,2,3,2,"Ontario",5,"United Church"
"1515",0,0,99,1,3,2,"Ontario",99,"Non-religious"
"1516",0,1,99,3,4,1,"Ontario",99,"Non-religious"
"1517",1,1,2,1,2,2,"Ontario",99,"Other Christian"
"1518",1,0,99,3,3,2,"Ontario",99,"Non-religious"
"1519",1,1,2,2,2,2,"Ontario",5,"United Church"
"1520",1,1,2,2,4,2,"Ontario",5,"Catholic"
"1521",0,0,99,2,3,3,"Newfoundland and Labrador",99,"Non-religious"
"1523",0,0,1,3,4,3,"Newfoundland and Labrador",7,"United Church"
"1524",0,0,4,2,1,3,"British Columbia",99,"Other Christian"
"1525",1,0,1,3,3,4,"Ontario",6,"Catholic"
"1526",1,0,99,3,3,2,"Ontario",99,"Non-religious"
"1529",0,0,3,2,3,3,"Ontario",6,"Catholic"
"1530",0,1,4,2,4,2,"British Columbia",99,"Anglican"
"1531",0,1,2,2,2,1,"British Columbia",99,"Other Christian"
"1532",0,1,2,3,3,3,"British Columbia",99,"Other"
"1533",1,0,99,3,3,3,"Newfoundland and Labrador",99,"Non-religious"
"1534",1,1,2,2,2,5,"Newfoundland and Labrador",6,"Catholic"
"1535",0,0,99,2,3,3,"British Columbia",99,"Non-religious"
"1536",0,0,3,2,3,3,"Ontario",4,"Catholic"
"1537",1,1,2,2,1,3,"Ontario",8,"Catholic"
"1538",0,0,2,4,4,3,"Ontario",8,"Catholic"
"1539",1,0,2,3,4,4,"Newfoundland and Labrador",99,"Other Christian"
"1540",0,0,99,2,3,3,"Newfoundland and Labrador",99,"Non-religious"
"1541",0,1,99,1,3,2,"Ontario",99,"Non-religious"
"1542",0,0,2,3,2,3,"Ontario",2,"Catholic"
"1543",0,0,1,4,3,1,"Ontario",99,"Jewish"
"1544",0,0,99,1,1,1,"Prince Edward Island",99,"Non-religious"
"1545",1,0,2,3,2,2,"Ontario",9,"Catholic"
"1546",1,0,2,4,4,1,"Ontario",99,"Anglican"
"1547",0,0,3,2,2,3,"Ontario",4,"Catholic"
"1548",1,0,2,4,1,3,"Ontario",99,"Other"
"1549",1,0,99,2,4,2,"Ontario",99,"Non-religious"
"1550",1,0,1,2,3,1,"Ontario",99,"Anglican"
"1551",1,1,1,2,4,3,"Ontario",6,"United Church"
"1552",0,1,4,3,3,3,"Ontario",7,"Catholic"
"1553",0,1,1,1,3,2,"Ontario",3,"Catholic"
"1554",1,0,2,4,4,3,"Ontario",99,"Buddhist"
"1555",0,0,99,3,2,4,"Quebec",99,"Non-religious"
"1556",1,0,99,2,3,1,"Ontario",99,"Non-religious"
"1557",0,1,2,2,4,3,"Ontario",3,"Catholic"
"1558",1,0,1,2,2,3,"Ontario",99,"Anglican"
"1559",1,1,99,3,4,4,"Ontario",99,"Non-religious"
"1561",0,0,1,1,4,3,"Ontario",0,"United Church"
"1562",0,0,4,3,3,3,"Newfoundland and Labrador",10,"Catholic"
"1563",0,0,1,1,1,2,"Ontario",3,"United Church"
"1564",1,0,2,3,3,2,"Ontario",4,"Catholic"
"1565",0,0,1,2,2,3,"Quebec",10,"Catholic"
"1566",1,1,2,3,4,5,"Quebec",5,"Catholic"
"1567",1,0,99,3,3,3,"Ontario",99,"Non-religious"
"1568",1,0,4,4,3,1,"Ontario",99,"Other Christian"
"1569",0,0,2,1,2,1,"Ontario",5,"United Church"
"1570",1,0,99,1,3,3,"Ontario",99,"Non-religious"
"1571",0,0,99,2,2,2,"Ontario",99,"Non-religious"
"1572",1,0,4,4,4,1,"Ontario",6,"Catholic"
"1573",1,0,2,2,4,3,"Ontario",8,"United Church"
"1574",0,1,99,3,3,2,"Nova Scotia",99,"Non-religious"
"1575",0,0,2,2,3,2,"Ontario",6,"Catholic"
"1576",1,0,1,2,3,3,"Ontario",99,"Anglican"
"1577",1,0,1,3,3,3,"Ontario",99,"Other"
"1578",0,0,2,2,2,3,"Nova Scotia",6,"Catholic"
"1579",0,1,1,4,4,2,"Quebec",99,"Jewish"
"1580",1,1,99,1,1,1,"Quebec",99,"Non-religious"
"1581",1,0,3,1,1,3,"Ontario",99,"Other Christian"
"1582",0,1,4,3,4,4,"Nova Scotia",99,"Other Christian"
"1584",0,1,99,3,3,2,"Quebec",99,"Non-religious"
"1586",0,1,99,3,3,2,"Ontario",99,"Non-religious"
"1588",1,0,99,2,2,3,"Ontario",99,"Non-religious"
"1589",1,0,99,1,1,2,"Ontario",99,"Non-religious"
"1590",1,0,2,1,1,3,"Quebec",99,"Jewish"
"1591",1,0,99,2,2,1,"Ontario",99,"Non-religious"
"1592",0,0,1,2,3,2,"Quebec",6,"United Church"
"1593",0,0,99,2,3,2,"Quebec",99,"Non-religious"
"1594",1,1,99,1,4,4,"Quebec",99,"Non-religious"
"1595",0,0,2,2,3,1,"Ontario",6,"Catholic"
"1596",0,1,1,1,3,1,"Ontario",1,"Catholic"
"1597",1,0,2,3,3,3,"Ontario",7,"Catholic"
"1598",1,0,4,4,4,3,"Ontario",8,"Catholic"
"1599",0,0,2,2,2,5,"Ontario",99,"Other Christian"
"1600",1,1,2,2,3,2,"Quebec",5,"Catholic"
"1601",0,0,99,2,3,2,"British Columbia",99,"Non-religious"
"1602",0,0,2,2,3,3,"British Columbia",99,"Other Christian"
"1603",0,1,99,2,3,3,"Quebec",99,"Non-religious"
"1604",0,0,99,2,3,3,"Nova Scotia",99,"Non-religious"
"1605",0,1,2,3,3,3,"Nova Scotia",10,"United Church"
"1606",1,1,1,4,3,2,"Ontario",99,"Other Christian"
"1607",1,1,4,3,4,4,"Nova Scotia",10,"Catholic"
"1608",0,0,2,3,3,2,"Nova Scotia",5,"Catholic"
"1610",1,0,1,1,4,3,"Ontario",99,"Anglican"
"1611",1,0,1,1,4,2,"Ontario",99,"Anglican"
"1612",0,0,2,2,2,3,"Ontario",99,"Anglican"
"1613",0,1,1,1,1,2,"Ontario",9,"United Church"
"1614",0,1,1,3,4,3,"Ontario",99,"Other"
"1615",1,1,1,4,2,1,"Ontario",99,"Jewish"
"1616",1,1,99,1,3,3,"Ontario",99,"Non-religious"
"1617",0,1,1,1,3,1,"Ontario",6,"United Church"
"1618",0,1,1,2,3,2,"Ontario",9,"United Church"
"1619",1,0,99,2,3,3,"Ontario",99,"Non-religious"
"1620",0,0,1,1,3,3,"Nova Scotia",7,"United Church"
"1621",1,0,99,1,2,1,"Ontario",99,"Non-religious"
"1622",0,0,4,4,3,2,"Ontario",99,"Other Christian"
"1623",1,0,99,2,3,1,"Ontario",99,"Non-religious"
"1624",0,0,99,2,2,5,"Nova Scotia",99,"Non-religious"
"1625",1,0,2,3,3,3,"Ontario",99,"Other Christian"
"1626",1,0,2,3,3,1,"Ontario",99,"Anglican"
"1627",1,1,4,2,3,3,"Ontario",99,"Anglican"
"1628",1,0,1,3,3,3,"Ontario",99,"Other Christian"
"1629",1,0,1,3,3,3,"Ontario",5,"Catholic"
"1630",1,0,3,3,3,2,"Ontario",99,"Anglican"
"1631",0,1,99,2,2,2,"Ontario",99,"Non-religious"
"1632",1,0,2,2,3,2,"Ontario",99,"Other Christian"
"1634",0,0,99,2,3,3,"Ontario",99,"Non-religious"
"1635",0,0,4,4,1,1,"Ontario",8,"United Church"
"1636",1,0,99,1,2,3,"Ontario",99,"Non-religious"
"1637",0,0,1,2,2,5,"Ontario",99,"Anglican"
"1638",0,0,2,3,3,3,"Ontario",5,"Catholic"
"1639",1,0,99,3,3,3,"Ontario",99,"Non-religious"
"1640",0,1,4,3,3,3,"Nova Scotia",8,"Catholic"
"1641",1,0,99,1,3,4,"Manitoba",99,"Non-religious"
"1642",1,1,4,2,3,1,"Nova Scotia",99,"Anglican"
"1643",0,0,2,3,3,2,"Nova Scotia",99,"Other"
"1644",0,1,99,2,3,2,"Ontario",99,"Non-religious"
"1645",0,1,4,4,3,2,"Ontario",99,"Other Christian"
"1646",0,1,99,3,3,2,"Ontario",99,"Non-religious"
"1647",0,1,99,3,4,2,"Ontario",99,"Non-religious"
"1648",0,0,1,3,3,3,"Ontario",99,"Other Christian"
"1649",1,0,99,1,3,3,"Ontario",99,"Non-religious"
"1650",0,0,4,3,4,3,"Ontario",99,"Other Christian"
"1651",0,0,99,2,3,3,"Ontario",99,"Non-religious"
"1652",1,0,4,3,2,2,"Ontario",99,"Other Christian"
"1653",0,0,99,2,3,1,"Ontario",99,"Non-religious"
"1654",0,0,1,2,4,1,"Ontario",4,"Catholic"
"1655",0,0,99,2,1,3,"Ontario",99,"Non-religious"
"1656",0,0,99,2,4,2,"Ontario",99,"Non-religious"
"1657",0,0,1,2,2,3,"Ontario",5,"Catholic"
"1658",1,0,99,2,3,3,"Ontario",99,"Non-religious"
"1659",0,0,2,2,2,2,"Ontario",9,"Catholic"
"1660",0,0,1,2,1,3,"Quebec",5,"Catholic"
"1661",0,0,99,1,3,4,"Ontario",99,"Non-religious"
"1662",0,0,2,1,2,2,"Ontario",99,"Other Christian"
"1663",0,0,2,3,2,3,"Ontario",2,"Catholic"
"1664",0,0,1,2,3,4,"Nova Scotia",6,"United Church"
"1665",1,0,99,2,2,3,"Manitoba",99,"Non-religious"
"1666",0,0,4,3,3,3,"Nova Scotia",9,"Catholic"
"1668",1,1,4,4,4,2,"Ontario",99,"Other"
"1669",1,1,3,4,3,3,"Ontario",7,"Catholic"
"1671",0,0,99,1,4,3,"Ontario",99,"Non-religious"
"1672",1,0,1,3,2,4,"Ontario",8,"Catholic"
"1673",1,1,99,2,4,1,"Ontario",99,"Non-religious"
"1676",0,0,2,2,2,2,"Ontario",6,"Catholic"
"1677",0,0,3,3,3,3,"Ontario",7,"Catholic"
"1679",1,1,99,4,3,3,"Manitoba",99,"Non-religious"
"1680",0,1,2,2,4,3,"New Brunswick",5,"Catholic"
"1681",1,1,1,1,1,1,"Ontario",99,"Jewish"
"1682",0,1,3,3,1,1,"Ontario",99,"Other Christian"
"1683",1,1,99,3,3,3,"Ontario",99,"Non-religious"
"1684",1,0,1,2,4,3,"Ontario",5,"Catholic"
"1685",1,0,99,4,4,2,"Ontario",99,"Non-religious"
"1689",1,0,99,3,3,3,"Nova Scotia",99,"Non-religious"
"1690",0,0,4,2,2,3,"Nova Scotia",7,"Catholic"
"1691",1,0,2,2,3,5,"Nova Scotia",7,"United Church"
"1693",0,0,2,3,3,3,"Nova Scotia",99,"Other"
"1694",0,0,3,2,3,3,"Saskatchewan",99,"Other Christian"
"1695",0,1,1,2,3,3,"Saskatchewan",99,"Other Christian"
"1696",0,0,1,3,3,1,"Ontario",6,"Catholic"
"1697",0,0,4,3,3,2,"Saskatchewan",7,"United Church"
"1698",0,0,99,3,3,3,"Nova Scotia",99,"Non-religious"
"1699",0,0,4,4,4,1,"Ontario",99,"Other Christian"
"1700",1,0,4,3,3,4,"Nova Scotia",99,"Anglican"
"1701",1,0,1,3,3,2,"Saskatchewan",99,"Other Christian"
"1702",0,1,99,2,3,3,"Saskatchewan",99,"Non-religious"
"1703",1,0,4,4,4,5,"Saskatchewan",99,"Other Christian"
"1704",0,0,1,2,2,3,"Saskatchewan",5,"Catholic"
"1705",1,1,99,3,2,1,"Ontario",99,"Non-religious"
"1706",0,0,99,2,2,1,"Ontario",99,"Non-religious"
"1707",0,1,99,3,3,3,"Ontario",99,"Non-religious"
"1708",0,1,2,4,4,3,"Ontario",99,"Other"
"1709",0,0,99,1,4,3,"Saskatchewan",99,"Non-religious"
"1710",0,0,99,3,4,2,"Nova Scotia",99,"Non-religious"
"1711",0,0,99,3,2,4,"Nova Scotia",99,"Non-religious"
"1712",1,0,3,2,3,3,"Ontario",99,"Muslim"
"1713",1,0,99,2,2,2,"Ontario",99,"Non-religious"
"1714",0,1,99,4,4,2,"Ontario",99,"Non-religious"
"1715",0,0,99,3,3,1,"Ontario",99,"Non-religious"
"1716",1,0,99,3,3,1,"Ontario",99,"Non-religious"
"1717",1,1,1,2,3,3,"Ontario",5,"Catholic"
"1718",1,0,2,3,4,1,"Ontario",99,"Anglican"
"1719",1,0,1,3,2,1,"Saskatchewan",99,"Other Christian"
"1720",1,0,1,4,4,1,"Saskatchewan",99,"Other Christian"
"1722",0,0,99,1,3,3,"Ontario",99,"Non-religious"
"1723",1,0,2,1,1,2,"Ontario",7,"Catholic"
"1724",0,0,99,2,2,3,"Ontario",99,"Non-religious"
"1725",0,0,99,2,2,2,"Ontario",99,"Non-religious"
"1726",1,1,99,2,3,1,"Ontario",99,"Non-religious"
"1727",0,0,99,1,1,3,"Ontario",99,"Non-religious"
"1728",1,1,4,3,4,3,"Ontario",99,"Other Christian"
"1729",0,0,1,1,3,2,"Ontario",0,"Catholic"
"1730",0,0,2,2,2,4,"Ontario",9,"Catholic"
"1731",1,0,99,2,3,3,"Manitoba",99,"Non-religious"
"1732",0,0,99,2,2,1,"Ontario",99,"Non-religious"
"1733",1,0,99,2,3,3,"Ontario",99,"Non-religious"
"1734",0,0,99,3,3,5,"Ontario",99,"Non-religious"
"1735",0,0,99,2,3,3,"Ontario",99,"Non-religious"
"1736",1,1,3,3,3,3,"Saskatchewan",8,"Catholic"
"1738",0,1,99,3,1,3,"Saskatchewan",99,"Non-religious"
"1739",0,1,4,4,4,3,"Ontario",99,"Other"
"1740",1,1,99,1,1,1,"Ontario",99,"Non-religious"
"1741",0,1,3,4,4,3,"Ontario",99,"Other"
"1742",0,1,3,4,4,2,"Ontario",5,"Catholic"
"1743",0,1,3,2,2,5,"Ontario",8,"Catholic"
"1744",1,1,2,4,4,1,"Ontario",99,"Jewish"
"1746",0,0,1,1,1,1,"Ontario",99,"Anglican"
"1747",1,0,99,1,2,1,"Ontario",99,"Non-religious"
"1748",1,0,1,1,2,1,"Ontario",99,"Anglican"
"1749",0,0,99,2,3,3,"Saskatchewan",99,"Non-religious"
"1750",0,0,1,2,4,3,"Ontario",6,"United Church"
"1751",0,0,1,2,3,3,"Ontario",99,"Anglican"
"1752",1,0,1,2,1,1,"Ontario",6,"United Church"
"1753",1,0,1,1,1,2,"Ontario",7,"Catholic"
"1754",1,0,99,1,4,2,"Ontario",99,"Non-religious"
"1755",0,0,2,4,3,1,"Ontario",99,"Jewish"
"1756",1,0,2,4,4,3,"Ontario",7,"United Church"
"1757",0,0,2,2,4,2,"Ontario",3,"United Church"
"1759",0,0,1,2,2,1,"Ontario",4,"Catholic"
"1760",1,0,1,3,3,4,"Ontario",99,"Other Christian"
"1761",1,0,99,1,3,2,"Ontario",99,"Non-religious"
"1762",0,0,4,3,3,3,"Ontario",99,"Other Christian"
"1763",0,0,1,1,3,3,"Ontario",8,"United Church"
"1764",1,0,99,3,3,1,"Ontario",99,"Non-religious"
"1765",0,0,4,3,3,2,"Ontario",99,"Other Christian"
"1766",1,0,99,2,3,3,"Ontario",99,"Non-religious"
"1767",0,0,1,2,4,2,"Ontario",9,"United Church"
"1768",0,0,99,2,4,1,"Ontario",99,"Non-religious"
"1769",0,0,99,1,3,3,"Ontario",99,"Non-religious"
"1770",0,0,2,1,1,4,"Ontario",7,"Catholic"
"1771",0,0,1,4,4,3,"Ontario",0,"Catholic"
"1772",1,0,1,1,4,5,"Quebec",10,"Catholic"
"1773",0,0,99,1,2,3,"Newfoundland and Labrador",99,"Non-religious"
"1774",0,0,99,2,4,4,"Newfoundland and Labrador",99,"Non-religious"
"1775",0,0,1,2,3,3,"Ontario",2,"Catholic"
"1776",1,0,1,3,3,4,"Ontario",99,"Other"
"1777",1,0,99,3,3,3,"Ontario",99,"Non-religious"
"1778",0,0,1,1,4,1,"Ontario",4,"Catholic"
"1779",0,0,2,4,4,2,"Ontario",7,"Catholic"
"1781",1,0,1,1,1,2,"Ontario",6,"Catholic"
"1782",1,0,4,4,4,3,"Ontario",10,"Catholic"
"1783",0,0,2,2,3,3,"Ontario",4,"Catholic"
"1784",1,0,99,1,3,2,"Ontario",99,"Non-religious"
"1785",1,0,1,1,1,1,"Ontario",5,"United Church"
"1786",1,0,1,2,3,1,"Ontario",5,"United Church"
"1787",0,0,2,2,2,1,"Ontario",8,"United Church"
"1788",1,0,1,1,3,1,"Ontario",9,"United Church"
"1789",0,0,2,3,2,3,"Prince Edward Island",0,"Catholic"
"1790",1,0,4,3,3,3,"Prince Edward Island",99,"Other Christian"
"1791",1,0,1,2,4,3,"Ontario",8,"United Church"
"1792",0,0,4,2,2,1,"Ontario",99,"Anglican"
"1793",0,0,4,1,3,3,"Prince Edward Island",99,"Anglican"
"1794",1,0,2,4,4,3,"Prince Edward Island",99,"Other Christian"
"1795",0,0,3,3,3,1,"Ontario",8,"Catholic"
"1796",0,0,3,3,3,4,"Quebec",99,"Other Christian"
"1797",0,0,1,4,4,3,"Quebec",9,"Catholic"
"1798",1,1,3,3,4,3,"Ontario",10,"Catholic"
"1800",1,0,2,3,3,4,"Quebec",7,"Catholic"
"1801",1,0,2,2,2,3,"Quebec",6,"Catholic"
"1802",1,0,1,3,4,4,"Ontario",99,"Jewish"
"1803",0,1,1,1,2,3,"Quebec",2,"Catholic"
"1804",0,0,2,3,3,1,"Quebec",6,"Catholic"
"1806",0,0,99,1,3,2,"Ontario",99,"Non-religious"
"1807",1,0,99,2,3,1,"Ontario",99,"Non-religious"
"1808",1,0,99,3,4,4,"Saskatchewan",99,"Non-religious"
"1809",0,0,99,4,4,2,"Ontario",99,"Non-religious"
"1810",1,0,2,4,4,3,"Ontario",6,"United Church"
"1811",0,0,99,3,3,1,"Ontario",99,"Non-religious"
"1812",0,0,2,2,4,2,"Ontario",99,"Other Christian"
"1813",1,0,99,3,3,4,"Ontario",99,"Non-religious"
"1814",0,0,99,4,4,5,"Ontario",99,"Non-religious"
"1815",0,0,1,2,1,1,"Ontario",6,"United Church"
"1816",1,0,2,2,2,5,"Ontario",7,"Catholic"
"1817",1,0,2,2,2,2,"Ontario",99,"Other Christian"
"1819",1,0,3,3,3,3,"Ontario",10,"Catholic"
"1820",0,1,1,3,3,3,"Quebec",5,"Catholic"
"1821",0,0,99,4,3,3,"Ontario",99,"Non-religious"
"1822",0,0,99,2,3,3,"Ontario",99,"Non-religious"
"1823",1,0,3,3,3,3,"Ontario",99,"Jewish"
"1824",0,0,99,1,3,1,"Ontario",99,"Non-religious"
"1825",0,0,4,4,3,3,"Ontario",6,"Catholic"
"1826",0,0,99,2,3,3,"Ontario",99,"Non-religious"
"1827",0,0,2,4,4,1,"Saskatchewan",99,"Other Christian"
"1828",0,0,4,3,3,3,"Ontario",99,"Other Christian"
"1829",0,0,2,2,2,4,"Ontario",4,"Catholic"
"1830",1,1,1,3,3,5,"Ontario",1,"Catholic"
"1831",0,1,2,3,4,5,"Ontario",10,"Catholic"
"1832",0,1,99,4,3,2,"Ontario",99,"Non-religious"
"1833",1,1,2,4,4,5,"Ontario",10,"Catholic"
"1834",1,1,3,3,3,4,"Ontario",8,"Catholic"
"1835",1,1,1,2,4,4,"Ontario",99,"Anglican"
"1836",0,1,1,3,3,2,"Ontario",99,"Jewish"
"1837",0,1,4,4,4,2,"Ontario",99,"Other Christian"
"1838",1,1,3,4,3,2,"Ontario",99,"Jewish"
"1839",1,1,99,4,3,1,"Ontario",99,"Non-religious"
"1840",0,0,2,2,3,3,"Quebec",5,"Catholic"
"1841",1,1,99,2,3,3,"Ontario",99,"Non-religious"
"1842",0,1,99,3,3,3,"Quebec",99,"Non-religious"
"1843",0,0,99,3,3,3,"Ontario",99,"Non-religious"
"1844",0,0,99,2,4,3,"Ontario",99,"Non-religious"
"1845",1,0,1,3,3,3,"Nova Scotia",4,"Catholic"
"1846",1,0,2,3,4,2,"Ontario",99,"Other Christian"
"1847",1,0,2,2,2,1,"Ontario",5,"Catholic"
"1848",1,0,4,3,3,3,"Ontario",99,"Other Christian"
"1849",0,0,1,2,3,3,"Ontario",99,"Other"
"1850",0,0,4,2,2,1,"Ontario",10,"Catholic"
"1851",1,1,99,2,2,3,"Ontario",99,"Non-religious"
"1852",0,1,4,4,4,2,"Ontario",99,"Other Christian"
"1853",1,1,99,3,3,3,"Ontario",99,"Non-religious"
"1854",1,0,99,3,3,1,"Ontario",99,"Non-religious"
"1855",0,0,99,2,3,3,"Ontario",99,"Non-religious"
"1856",0,0,99,1,2,2,"Ontario",99,"Non-religious"
"1857",1,0,99,2,2,1,"Ontario",99,"Non-religious"
"1858",1,0,3,3,3,4,"Ontario",10,"United Church"
"1859",0,0,1,3,1,1,"Ontario",99,"Other Christian"
"1860",0,0,2,3,3,3,"Ontario",6,"Catholic"
"1861",0,0,2,2,3,5,"Ontario",6,"Catholic"
"1862",1,0,2,1,1,5,"Ontario",6,"Catholic"
"1863",1,0,2,1,1,3,"Ontario",7,"Catholic"
"1864",1,0,2,2,2,3,"Ontario",5,"Catholic"
"1865",1,0,1,2,3,4,"Ontario",2,"United Church"
"1866",0,0,1,2,3,2,"Ontario",99,"Other Christian"
