"","SMS","male","Age","donated","Roma_Inf"
"64531","Roma Child",0,33,0,0
"64532","Greek Rights",1,41,0,0
"64533","Neutral Rights",0,31,0,0
"64534","Greek Rights",1,32,0,0
"64535","Neutral Child",1,28,0,0
"64536","Neutral Child",1,43,0,0
"64537","Roma Rights",1,36,0,0
"64538","Roma Rights",1,67,0,0
"64539","Greek Child",1,46,0,0
"64540","Greek Child",1,92,0,0
"64541","Greek Child",1,44,0,0
"64542","Greek Child",1,46,0,0
"64543","Roma Child",1,34,0,0
"64544","Neutral Rights",1,96,0,0
"64545","Roma Rights",1,51,0,0
"64546","Roma Rights",1,28,0,0
"64547","Greek Child",1,40,0,0
"64548","Greek Rights",1,29,0,0
"64549","Greek Child",0,54,0,0
"64550","Roma Child",1,86,0,0
"64551","Neutral Child",1,46,0,0
"64552","Neutral Child",1,46,0,0
"64553","Greek Child",0,33,0,0
"64554","Roma Rights",1,38,0,0
"64555","Greek Child",1,34,0,0
"64556","Roma Child",1,29,0,0
"64557","Greek Rights",1,42,0,0
"64558","Neutral Rights",1,30,0,0
"64559","Roma Rights",0,87,0,0
"64560","Roma Rights",0,54,0,0
"64561","Greek Child",1,32,0,0
"64562","Roma Rights",0,30,0,0
"64563","Greek Rights",0,33,0,0
"64564","Greek Child",1,28,0,0
"64565","Roma Child",1,40,0,0
"64566","Roma Child",1,34,0,0
"64567","Roma Rights",0,30,0,0
"64568","Greek Rights",1,29,0,0
"64569","Greek Child",0,34,0,0
"64570","Greek Child",1,36,0,0
"64571","Greek Child",1,34,0,0
"64572","Roma Rights",0,32,0,0
"64573","Neutral Rights",1,44,0,0
"64574","Roma Child",1,96,0,0
"64575","Greek Rights",1,46,0,0
"64576","Neutral Rights",1,24,0,0
"64577","Neutral Child",1,40,0,0
"64578","Greek Rights",1,37,0,0
"64579","Roma Child",1,92,0,0
"64580","Greek Child",1,30,0,0
"64581","Greek Rights",1,28,0,0
"64582","Roma Rights",1,38,0,0
"64583","Greek Rights",0,27,0,0
"64584","Greek Rights",1,30,0,0
"64585","Neutral Child",1,40,0,0
"64586","Roma Rights",0,34,0,0
"64587","Roma Child",1,63,0,0
"64588","Roma Rights",0,41,0,0
"64589","Greek Rights",1,46,0,0
"64590","Roma Rights",0,23,0,0
"64591","Roma Child",1,32,0,0
"64592","Greek Rights",1,29,0,0
"64593","Neutral Child",0,34,0,0
"64594","Roma Rights",1,36,0,0
"64595","Roma Child",1,23,0,0
"64596","Neutral Child",1,84,0,0
"64597","Roma Child",1,28,0,0
"64598","Greek Rights",0,34,0,0
"64599","Neutral Rights",1,33,0,0
"64600","Roma Child",0,32,0,0
"64601","Roma Child",1,50,0,0
"64602","Roma Child",1,40,0,0
"64603","Greek Rights",1,31,0,0
"64604","Greek Rights",1,96,0,0
"64605","Greek Child",1,37,0,0
"64606","Greek Rights",1,31,0,0
"64607","Roma Child",1,39,0,0
"64608","Neutral Child",0,36,0,0
"64609","Greek Child",1,96,0,0
"64610","Greek Child",0,37,0,0
"64611","Neutral Child",1,36,0,0
"64612","Greek Rights",1,31,0,0
"64613","Neutral Rights",0,36,0,0
"64614","Neutral Child",1,34,0,0
"64615","Greek Rights",1,56,0,0
"64616","Greek Child",1,34,0,0
"64617","Greek Rights",1,30,0,0
"64618","Neutral Child",0,35,0,0
"64619","Neutral Child",0,40,0,0
"64620","Greek Child",1,36,0,0
"64621","Neutral Rights",1,32,0,0
"64622","Greek Rights",1,31,0,0
"64623","Roma Child",0,33,0,0
"64624","Roma Child",1,30,0,0
"64625","Greek Child",1,38,0,0
"64626","Neutral Rights",1,28,0,0
"64627","Neutral Child",1,32,0,0
"64628","Greek Rights",1,31,0,0
"64629","Greek Child",1,30,0,0
"64630","Roma Rights",0,33,0,0
"64631","Roma Child",1,47,0,0
"64632","Neutral Rights",0,33,0,0
"64633","Roma Child",0,26,0,0
"64634","Neutral Rights",0,47,0,0
"64635","Greek Child",0,30,0,0
"64636","Greek Child",1,29,0,0
"64637","Greek Child",0,34,0,0
"64638","Roma Rights",1,42,0,0
"64639","Roma Rights",1,38,0,0
"64640","Roma Rights",1,27,0,0
"64641","Greek Rights",0,37,0,0
"64642","Greek Child",0,31,0,0
"64643","Roma Rights",0,33,0,0
"64644","Neutral Child",0,39,0,0
"64645","Roma Rights",1,42,0,0
"64646","Roma Rights",1,29,0,0
"64647","Neutral Rights",1,25,0,0
"64648","Neutral Rights",1,32,0,0
"64649","Roma Rights",1,56,0,0
"64650","Neutral Child",1,27,0,0
"64651","Roma Child",0,62,0,0
"64652","Greek Rights",1,54,0,0
"64653","Roma Rights",1,31,0,0
"64654","Neutral Rights",0,28,0,0
"64655","Roma Child",1,32,0,0
"64656","Greek Child",1,28,0,0
"64657","Roma Rights",1,34,0,0
"64658","Neutral Child",1,35,0,0
"64659","Neutral Rights",1,50,0,0
"64660","Greek Rights",1,34,0,0
"64661","Greek Child",0,27,0,0
"64662","Neutral Rights",1,66,0,0
"64663","Roma Child",0,30,0,0
"64664","Greek Child",1,42,0,0
"64665","Greek Child",1,28,0,0
"64666","Roma Rights",1,32,0,0
"64667","Roma Child",1,43,0,0
"64668","Greek Rights",0,25,0,0
"64669","Greek Rights",1,29,0,0
"64670","Roma Rights",1,33,0,0
"64671","Roma Rights",0,33,0,0
"64672","Greek Child",1,37,0,0
"64673","Roma Child",1,39,0,0
"64674","Neutral Child",0,41,0,0
"64675","Greek Child",1,28,0,0
"64676","Roma Child",0,33,0,0
"64677","Greek Child",1,30,0,0
"64678","Greek Child",0,33,0,0
"64679","Roma Child",1,38,0,0
"64680","Greek Child",1,33,0,0
"64681","Roma Child",1,34,0,0
"64682","Greek Rights",1,37,0,0
"64683","Neutral Child",0,30,0,0
"64684","Neutral Child",1,32,0,0
"64685","Roma Child",0,27,0,0
"64686","Greek Child",1,36,0,0
"64687","Roma Child",1,59,0,0
"64688","Greek Child",0,31,0,0
"64689","Greek Child",1,28,0,0
"64690","Greek Rights",1,35,0,0
"64691","Greek Child",1,43,0,0
"64692","Greek Child",0,65,0,0
"64693","Roma Child",1,96,0,0
"64694","Greek Child",1,27,0,0
"64695","Neutral Child",1,38,0,0
"64696","Neutral Rights",0,37,0,0
"64697","Roma Rights",0,35,0,0
"64698","Neutral Child",0,33,0,0
"64699","Neutral Rights",1,31,0,0
"64700","Greek Child",0,35,0,0
"64701","Greek Child",1,34,0,0
"64702","Neutral Rights",1,31,0,0
"64703","Neutral Rights",1,36,0,0
"64704","Neutral Child",1,34,0,0
"64705","Greek Rights",0,40,0,0
"64706","Neutral Rights",1,32,0,0
"64707","Greek Child",1,90,0,0
"64708","Roma Child",0,33,0,0
"64709","Roma Child",0,32,0,0
"64710","Roma Rights",1,35,0,0
"64711","Roma Child",1,37,0,0
"64712","Greek Rights",1,32,0,0
"64713","Roma Rights",1,26,0,0
"64714","Neutral Child",1,89,0,0
"64715","Roma Child",1,39,0,0
"64716","Roma Rights",1,69,0,0
"64717","Roma Child",1,29,0,0
"64718","Neutral Rights",1,29,0,0
"64719","Roma Rights",1,39,0,0
"64720","Roma Rights",1,30,0,0
"64721","Greek Child",0,31,0,0
"64722","Greek Rights",0,47,0,0
"64723","Neutral Child",0,16,0,0
"64724","Neutral Child",1,35,0,0
"64725","Roma Child",1,57,0,0
"64726","Greek Child",0,27,0,0
"64727","Greek Child",0,37,0,0
"64728","Neutral Child",0,34,0,0
"64729","Greek Rights",1,32,0,0
"64730","Greek Rights",1,40,0,0
"64731","Neutral Child",1,32,0,0
"64732","Greek Child",1,87,0,0
"64733","Roma Rights",1,34,0,0
"64734","Roma Rights",0,34,0,0
"64735","Roma Rights",0,31,0,0
"64736","Greek Rights",0,34,0,0
"64737","Roma Child",1,34,0,0
"64738","Greek Rights",1,51,0,0
"64739","Roma Child",1,34,0,0
"64740","Neutral Child",1,38,0,0
"64741","Roma Rights",1,33,0,0
"64742","Greek Child",0,33,0,0
"64743","Roma Rights",0,34,0,0
"64744","Roma Rights",0,46,0,0
"64745","Greek Child",1,25,0,0
"64746","Neutral Rights",0,47,0,0
"64747","Greek Rights",1,41,0,0
"64748","Roma Child",1,36,0,0
"64749","Roma Rights",1,33,0,0
"64750","Greek Rights",1,34,0,0
"64751","Neutral Child",0,36,0,0
"64752","Greek Rights",1,36,0,0
"64753","Neutral Child",1,35,0,0
"64754","Roma Rights",0,26,0,0
"64755","Greek Child",1,25,0,0
"64756","Neutral Child",1,31,0,0
"64757","Greek Rights",1,28,0,0
"64758","Neutral Child",1,39,0,0
"64759","Greek Child",0,31,0,0
"64760","Roma Child",1,42,0,0
"64761","Greek Rights",0,28,0,0
"64762","Neutral Child",0,38,0,0
"64763","Roma Child",1,30,0,0
"64764","Roma Child",0,32,0,0
"64765","Roma Child",1,33,0,0
"64766","Neutral Child",1,45,0,0
"64767","Greek Child",1,42,0,0
"64768","Neutral Child",0,34,0,0
"64769","Roma Child",1,32,0,0
"64770","Roma Rights",1,47,0,0
"64771","Roma Rights",1,30,0,0
"64772","Roma Child",1,27,0,0
"64773","Greek Child",0,29,0,0
"64774","Greek Rights",0,32,0,0
"64775","Roma Rights",1,33,0,0
"64776","Neutral Rights",0,36,0,0
"64777","Greek Child",0,32,0,0
"64778","Neutral Rights",0,45,0,0
"64779","Greek Rights",0,41,0,0
"64780","Roma Rights",1,37,0,0
"64781","Neutral Child",1,40,0,0
"64782","Greek Child",1,33,0,0
"64783","Roma Rights",0,38,0,0
"64784","Greek Rights",1,36,0,0
"64785","Neutral Child",1,26,0,0
"64786","Greek Rights",0,96,0,0
"64787","Greek Child",1,32,0,0
"64788","Roma Child",0,30,0,0
"64789","Neutral Rights",1,28,0,0
"64790","Roma Rights",1,26,0,0
"64791","Roma Rights",1,33,0,0
"64792","Greek Child",0,42,0,0
"64793","Neutral Rights",1,41,0,0
"64794","Greek Rights",1,38,0,0
"64795","Roma Rights",1,96,0,0
"64796","Neutral Rights",1,36,0,0
"64797","Neutral Rights",1,32,0,0
"64798","Roma Child",1,96,0,0
"64799","Roma Rights",1,33,0,0
"64800","Roma Rights",1,35,0,0
"64801","Greek Child",0,43,0,0
"64802","Roma Child",1,32,0,0
"64803","Neutral Child",0,51,0,0
"64804","Greek Child",1,36,0,0
"64805","Greek Child",0,33,0,0
"64806","Neutral Child",1,42,0,0
"64807","Roma Child",0,29,0,0
"64808","Roma Rights",1,34,0,0
"64809","Neutral Child",1,27,0,0
"64810","Greek Child",1,25,0,0
"64811","Neutral Child",0,35,0,0
"64812","Greek Rights",1,38,0,0
"64813","Greek Child",1,51,0,0
"64814","Greek Rights",1,46,0,0
"64815","Greek Child",1,35,0,0
"64816","Roma Child",1,32,0,0
"64817","Neutral Rights",1,37,0,0
"64818","Greek Rights",0,34,0,0
"64819","Greek Rights",0,33,0,0
"64820","Roma Child",0,36,0,0
"64821","Greek Child",1,35,0,0
"64822","Neutral Child",0,33,0,0
"64823","Greek Child",1,32,0,0
"64824","Neutral Child",1,31,0,0
"64825","Neutral Rights",1,29,0,0
"64826","Neutral Child",1,30,0,0
"64827","Greek Child",1,39,0,0
"64828","Greek Rights",1,29,0,0
"64829","Neutral Child",1,33,0,0
"64830","Roma Rights",1,49,0,0
"64831","Greek Rights",1,34,0,0
"64832","Neutral Child",0,33,0,0
"64833","Greek Rights",0,42,0,0
"64834","Roma Rights",1,28,0,0
"64835","Greek Child",1,93,0,0
"64836","Greek Child",1,94,0,0
"64837","Roma Child",1,25,0,0
"64838","Roma Rights",1,96,0,0
"64839","Roma Child",1,38,0,0
"64840","Greek Rights",0,28,0,0
"64841","Roma Child",1,38,0,0
"64842","Neutral Rights",1,25,0,0
"64843","Greek Child",1,38,0,0
"64844","Greek Child",1,28,0,0
"64845","Neutral Child",0,38,0,0
"64846","Greek Rights",1,41,0,0
"64847","Roma Child",0,37,0,0
"64848","Roma Rights",1,36,0,0
"64849","Greek Child",1,37,0,0
"64850","Neutral Rights",1,32,0,0
"64851","Neutral Child",1,41,0,0
"64852","Roma Rights",1,27,0,0
"64853","Roma Child",1,32,0,0
"64854","Roma Child",1,29,0,0
"64855","Neutral Child",0,29,0,0
"64856","Neutral Child",0,35,0,0
"64857","Greek Rights",1,37,0,0
"64858","Neutral Child",1,25,0,0
"64859","Neutral Child",0,32,0,0
"64860","Roma Child",1,31,0,0
"64861","Greek Rights",0,31,0,0
"64862","Roma Child",0,32,0,0
"64863","Roma Rights",0,37,0,0
"64864","Roma Rights",1,44,0,0
"64865","Roma Rights",1,31,0,0
"64866","Neutral Child",1,40,0,0
"64867","Greek Child",1,36,0,0
"64868","Neutral Rights",1,40,0,0
"64869","Greek Child",0,34,0,0
"64870","Roma Rights",0,41,0,0
"64871","Greek Child",1,37,0,0
"64872","Roma Rights",1,31,0,0
"64873","Roma Rights",1,30,0,0
"64874","Neutral Child",1,31,0,0
"64875","Greek Child",1,37,0,0
"64876","Neutral Rights",1,51,0,0
"64877","Greek Child",0,68,0,0
"64878","Greek Rights",0,62,0,0
"64879","Neutral Rights",0,25,0,0
"64880","Roma Rights",1,33,0,0
"64881","Neutral Child",1,27,0,0
"64882","Greek Rights",1,36,0,0
"64883","Greek Child",1,44,0,0
"64884","Greek Child",1,29,0,0
"64885","Greek Child",1,33,0,0
"64886","Greek Rights",0,33,0,0
"64887","Neutral Rights",0,29,0,0
"64888","Roma Rights",0,38,0,0
"64889","Greek Child",1,55,0,0
"64890","Roma Rights",1,31,0,0
"64891","Roma Rights",1,27,0,0
"64892","Greek Child",0,39,0,0
"64893","Greek Child",1,32,0,0
"64894","Greek Rights",1,26,0,0
"64895","Greek Child",0,38,0,0
"64896","Roma Child",1,44,0,0
"64897","Neutral Child",0,36,0,0
"64898","Roma Child",0,40,0,0
"64899","Greek Child",1,36,0,0
"64900","Greek Rights",1,28,0,0
"64901","Roma Rights",0,44,0,0
"64902","Roma Rights",1,34,0,0
"64903","Roma Child",0,47,0,0
"64904","Greek Rights",0,33,0,0
"64905","Greek Child",1,35,0,0
"64906","Roma Rights",1,35,0,0
"64907","Greek Child",1,28,0,0
"64908","Neutral Rights",0,33,0,0
"64909","Greek Rights",1,58,0,0
"64910","Roma Rights",1,38,0,0
"64911","Greek Child",1,39,0,0
"64912","Greek Child",1,29,0,0
"64913","Roma Child",1,34,0,0
"64914","Greek Child",0,44,0,0
"64915","Greek Rights",0,31,0,0
"64916","Roma Child",1,27,0,0
"64917","Roma Child",1,30,0,0
"64918","Greek Rights",0,35,0,0
"64919","Greek Child",1,36,0,0
"64920","Greek Rights",1,36,0,0
"64921","Greek Child",1,35,0,0
"64922","Greek Rights",1,36,0,0
"64923","Roma Child",1,26,0,0
"64924","Neutral Rights",1,31,0,0
"64925","Neutral Child",1,26,0,0
"64926","Neutral Child",0,41,0,0
"64927","Roma Child",1,30,0,0
"64928","Roma Child",1,27,0,0
"64929","Greek Child",0,40,0,0
"64930","Roma Child",0,37,0,0
"64931","Roma Rights",1,36,0,0
"64932","Roma Child",1,26,0,0
"64933","Greek Child",1,35,0,0
"64934","Neutral Child",1,38,0,0
"64935","Greek Child",1,31,0,0
"64936","Greek Rights",1,77,0,0
"64937","Neutral Child",0,38,0,0
"64938","Roma Rights",1,37,0,0
"64939","Greek Child",1,40,0,0
"64940","Greek Rights",0,45,0,0
"64941","Roma Rights",1,31,0,0
"64942","Neutral Child",0,25,0,0
"64943","Greek Child",1,30,0,0
"64944","Greek Child",1,34,0,0
"64945","Greek Child",1,41,0,0
"64946","Roma Child",0,41,0,0
"64947","Greek Rights",0,37,0,0
"64948","Greek Child",0,33,0,0
"64949","Roma Child",0,75,0,0
"64950","Roma Child",0,32,0,0
"64951","Greek Rights",0,30,0,0
"64952","Roma Rights",1,27,0,0
"64953","Neutral Child",1,58,0,0
"64954","Neutral Rights",0,37,0,0
"64955","Greek Rights",1,36,0,0
"64956","Greek Rights",1,16,0,0
"64957","Roma Child",1,28,0,0
"64958","Greek Rights",1,46,0,0
"64959","Roma Rights",1,62,0,0
"64960","Greek Child",1,36,0,0
"64961","Greek Child",1,27,0,0
"64962","Roma Rights",1,37,0,0
"64963","Roma Rights",1,26,0,0
"64964","Neutral Rights",1,25,0,0
"64965","Neutral Rights",0,37,0,0
"64966","Greek Rights",1,31,0,0
"64967","Roma Rights",1,36,0,0
"64968","Greek Rights",1,35,0,0
"64969","Roma Rights",1,32,0,0
"64970","Neutral Rights",1,64,0,0
"64971","Greek Rights",0,35,0,0
"64972","Greek Child",0,37,0,0
"64973","Roma Rights",1,54,0,0
"64974","Neutral Child",0,26,0,0
"64975","Roma Rights",1,29,0,0
"64976","Neutral Child",0,89,0,0
"64977","Neutral Child",0,33,0,0
"64978","Greek Child",1,65,0,0
"64979","Roma Rights",1,38,0,0
"64980","Roma Rights",1,29,0,0
"64981","Neutral Rights",1,29,0,0
"64982","Roma Child",1,30,0,0
"64983","Roma Rights",1,28,0,0
"64984","Roma Child",1,31,0,0
"64985","Neutral Child",0,29,0,0
"64986","Roma Child",1,50,0,0
"64987","Roma Child",1,40,0,0
"64988","Neutral Child",1,33,0,0
"64989","Greek Child",0,33,0,0
"64990","Neutral Rights",1,63,0,0
"64991","Neutral Rights",1,28,0,0
"64992","Neutral Rights",0,31,0,0
"64993","Greek Rights",1,28,0,0
"64994","Roma Rights",0,32,0,0
"64995","Roma Rights",1,28,0,0
"64996","Roma Child",1,32,0,0
"64997","Neutral Rights",1,33,0,0
"64998","Greek Rights",0,32,0,0
"64999","Neutral Rights",1,28,0,0
"65000","Roma Rights",1,33,0,0
"65001","Neutral Child",1,37,0,0
"65002","Roma Child",1,31,0,0
"65003","Roma Child",0,29,0,0
"65004","Neutral Rights",1,34,0,0
"65005","Greek Rights",1,32,0,0
"65006","Roma Child",0,36,0,0
"65007","Roma Child",1,32,0,0
"65008","Neutral Child",1,34,0,0
"65009","Neutral Child",1,36,0,0
"65010","Greek Child",1,33,0,0
"65011","Roma Child",1,30,0,0
"65012","Roma Child",1,42,0,0
"65013","Greek Rights",1,34,0,0
"65014","Greek Rights",1,28,0,0
"65015","Roma Rights",0,30,0,0
"65016","Greek Rights",1,36,0,0
"65017","Roma Rights",1,38,0,0
"65018","Roma Child",0,42,0,0
"65019","Roma Rights",1,39,0,0
"65020","Greek Rights",1,40,0,0
"65021","Greek Child",0,35,0,0
"65022","Roma Rights",1,28,0,0
"65023","Greek Child",1,27,0,0
"65024","Neutral Rights",1,56,0,0
"65025","Roma Child",1,43,0,0
"65026","Roma Child",1,36,0,0
"65027","Greek Child",1,34,0,0
"65028","Roma Child",1,28,0,0
"65029","Greek Rights",1,34,0,0
"65030","Roma Rights",0,29,0,0
"65031","Roma Rights",1,40,0,0
"65032","Neutral Child",0,28,0,0
"65033","Neutral Child",0,34,0,0
"65034","Roma Rights",1,33,0,0
"65035","Roma Rights",1,30,0,0
"65036","Neutral Child",1,30,0,0
"65037","Roma Child",0,35,0,0
"65038","Roma Rights",1,28,0,0
"65039","Greek Child",0,33,0,0
"65040","Roma Child",1,41,0,0
"65041","Neutral Rights",0,33,0,0
"65042","Roma Rights",1,30,0,0
"65043","Roma Rights",1,30,0,0
"65044","Greek Rights",1,34,0,0
"65045","Greek Rights",0,66,0,0
"65046","Roma Child",1,34,0,0
"65047","Greek Rights",1,44,0,0
"65048","Greek Rights",1,41,0,0
"65049","Greek Rights",0,32,0,0
"65050","Roma Rights",1,40,0,0
"65051","Greek Rights",1,31,0,0
"65052","Roma Rights",1,34,0,0
"65053","Roma Child",1,29,0,0
"65054","Roma Child",1,31,0,0
"65055","Neutral Child",1,41,0,0
"65056","Roma Rights",1,36,0,0
"65057","Roma Rights",1,71,0,0
"65058","Greek Rights",0,37,0,0
"65059","Roma Rights",1,38,0,0
"65060","Neutral Rights",1,36,0,0
"65061","Greek Child",1,49,0,0
"65062","Neutral Rights",1,32,0,0
"65063","Neutral Rights",1,31,0,0
"65064","Roma Child",1,36,0,0
"65065","Greek Rights",1,30,0,0
"65066","Neutral Rights",0,27,0,0
"65067","Neutral Child",1,37,0,0
"65068","Roma Child",0,32,0,0
"65069","Greek Child",1,34,0,0
"65070","Roma Child",1,40,0,0
"65071","Roma Rights",1,33,0,0
"65072","Roma Rights",1,27,0,0
"65073","Roma Child",1,35,0,0
"65074","Greek Rights",1,37,0,0
"65075","Neutral Rights",1,32,0,0
"65076","Neutral Child",0,34,0,0
"65077","Roma Rights",1,46,0,0
"65078","Greek Rights",1,54,0,0
"65079","Neutral Rights",1,34,0,0
"65080","Greek Rights",1,34,0,0
"65081","Greek Rights",1,55,0,0
"65082","Roma Rights",1,37,0,0
"65083","Greek Child",0,31,0,0
"65084","Greek Rights",0,44,0,0
"65085","Neutral Child",1,32,0,0
"65086","Roma Child",1,32,0,0
"65087","Greek Rights",1,39,0,0
"65088","Greek Rights",1,30,0,0
"65089","Greek Child",1,36,0,0
"65090","Neutral Child",1,27,0,0
"65091","Greek Child",1,80,0,0
"65092","Greek Child",0,35,0,0
"65093","Neutral Child",1,32,0,0
"65094","Greek Child",1,29,0,0
"65095","Roma Rights",1,34,0,0
"65096","Neutral Rights",0,36,0,0
"65097","Greek Rights",0,32,0,0
"65098","Greek Rights",1,28,0,0
"65099","Neutral Child",1,52,0,0
"65100","Greek Rights",1,28,0,0
"65101","Greek Rights",1,31,0,0
"65102","Neutral Rights",1,47,0,0
"65103","Greek Child",1,31,0,0
"65104","Greek Rights",1,33,0,0
"65105","Roma Child",1,38,0,0
"65106","Greek Child",1,51,0,0
"65107","Neutral Rights",1,43,0,0
"65108","Roma Child",0,36,0,0
"65109","Roma Child",1,34,0,0
"65110","Greek Child",0,31,0,0
"65111","Roma Child",1,36,0,0
"65112","Roma Child",0,51,0,0
"65113","Greek Rights",1,36,0,0
"65114","Neutral Rights",1,37,0,0
"65115","Roma Rights",1,28,0,0
"65116","Greek Rights",0,36,0,0
"65117","Roma Child",1,36,0,0
"65118","Greek Rights",0,32,0,0
"65119","Roma Rights",1,29,0,0
"65120","Neutral Rights",1,38,0,0
"65121","Roma Child",1,28,0,0
"65122","Greek Rights",0,33,0,0
"65123","Neutral Rights",0,30,0,0
"65124","Greek Child",0,96,0,0
"65125","Greek Child",0,53,0,0
"65126","Roma Rights",1,29,0,0
"65127","Neutral Child",0,32,0,0
"65128","Greek Child",0,30,0,0
"65129","Neutral Rights",1,38,0,0
"65130","Roma Rights",1,50,0,0
"65131","Greek Rights",0,31,0,0
"65132","Greek Child",1,73,0,0
"65133","Neutral Rights",0,35,0,0
"65134","Neutral Child",1,34,0,0
"65135","Roma Rights",0,37,0,0
"65136","Roma Rights",0,33,0,0
"65137","Roma Rights",1,34,0,0
"65138","Roma Child",1,46,0,0
"65139","Greek Child",1,34,0,0
"65140","Roma Rights",1,37,0,0
"65141","Roma Rights",0,37,0,0
"65142","Neutral Child",0,28,0,0
"65143","Roma Rights",1,40,0,0
"65144","Greek Rights",1,32,0,0
"65145","Neutral Rights",0,37,0,0
"65146","Roma Child",1,30,0,0
"65147","Roma Rights",1,33,0,0
"65148","Roma Rights",1,42,0,0
"65149","Roma Rights",1,27,0,0
"65150","Neutral Child",1,44,0,0
"65151","Greek Child",1,31,0,0
"65152","Neutral Child",1,28,0,0
"65153","Roma Child",1,29,0,0
"65154","Greek Rights",0,34,0,0
"65155","Roma Child",1,24,0,0
"65156","Roma Rights",1,33,0,0
"65157","Roma Rights",0,37,0,0
"65158","Greek Child",1,29,0,0
"65159","Greek Child",1,61,0,0
"65160","Greek Child",0,33,0,0
"65161","Roma Child",0,33,0,0
"65162","Neutral Child",1,34,0,0
"65163","Neutral Rights",0,35,0,0
"65164","Greek Child",1,32,0,0
"65165","Greek Child",1,87,0,0
"65166","Neutral Rights",1,51,0,0
"65167","Greek Child",1,44,0,0
"65168","Roma Child",1,43,0,0
"65169","Greek Child",1,33,0,0
"65170","Greek Child",1,37,0,0
"65171","Neutral Rights",0,33,0,0
"65172","Roma Rights",0,34,0,0
"65173","Roma Child",1,30,0,0
"65174","Roma Rights",0,26,0,0
"65175","Roma Rights",1,27,0,0
"65176","Roma Child",0,34,0,0
"65177","Greek Child",1,28,0,0
"65178","Roma Child",1,32,0,0
"65179","Roma Rights",1,31,0,0
"65180","Roma Child",0,27,0,0
"65181","Neutral Rights",1,30,0,0
"65182","Roma Rights",1,51,0,0
"65183","Neutral Rights",1,36,0,0
"65184","Neutral Child",0,40,0,0
"65185","Roma Rights",1,48,0,0
"65186","Greek Rights",1,41,0,0
"65187","Greek Rights",0,29,0,0
"65188","Roma Rights",1,29,0,0
"65189","Neutral Child",0,38,0,0
"65190","Neutral Child",1,30,0,0
"65191","Roma Child",0,30,0,0
"65192","Neutral Rights",1,32,0,0
"65193","Greek Rights",0,35,0,0
"65194","Greek Rights",0,35,0,0
"65195","Roma Rights",1,31,0,0
"65196","Roma Rights",0,38,0,0
"65197","Neutral Child",1,41,0,0
"65198","Greek Child",1,42,0,0
"65199","Greek Rights",1,28,0,0
"65200","Neutral Child",1,34,0,0
"65201","Greek Rights",0,44,0,0
"65202","Roma Child",1,28,0,0
"65203","Roma Child",1,41,0,0
"65204","Greek Rights",0,31,0,0
"65205","Greek Rights",1,49,0,0
"65206","Greek Rights",1,32,0,0
"65207","Greek Child",0,27,0,0
"65208","Greek Rights",1,32,0,0
"65209","Neutral Rights",1,34,0,0
"65210","Roma Rights",0,29,0,0
"65211","Neutral Rights",1,36,0,0
"65212","Neutral Child",0,36,0,0
"65213","Roma Child",0,28,0,0
"65214","Greek Child",0,34,0,0
"65215","Neutral Rights",1,41,0,0
"65216","Neutral Rights",1,35,0,0
"65217","Roma Child",1,27,0,0
"65218","Neutral Rights",1,36,0,0
"65219","Greek Child",1,36,0,0
"65220","Roma Child",1,41,0,0
"65221","Roma Child",1,25,0,0
"65222","Greek Child",1,42,0,0
"65223","Greek Rights",1,40,0,0
"65224","Greek Child",1,30,0,0
"65225","Roma Child",0,38,0,0
"65226","Neutral Rights",1,45,0,0
"65227","Greek Rights",0,38,0,0
"65228","Greek Child",1,25,0,0
"65229","Greek Child",0,34,0,0
"65230","Roma Child",0,28,0,0
"65231","Roma Rights",1,26,0,0
"65232","Roma Child",1,30,0,0
"65233","Greek Rights",0,76,0,0
"65234","Neutral Child",0,36,0,0
"65235","Roma Child",0,31,0,0
"65236","Neutral Child",0,32,0,0
"65237","Roma Rights",0,33,0,0
"65238","Roma Child",1,34,0,0
"65239","Neutral Rights",1,32,0,0
"65240","Greek Child",1,32,0,0
"65241","Greek Rights",0,33,0,0
"65242","Roma Child",1,31,0,0
"65243","Greek Rights",1,32,0,0
"65244","Greek Child",1,30,0,0
"65245","Roma Rights",1,47,0,0
"65246","Greek Rights",1,23,0,0
"65247","Roma Child",1,34,0,0
"65248","Neutral Rights",1,32,0,0
"65249","Roma Child",1,60,0,0
"65250","Neutral Rights",1,38,0,0
"65251","Greek Rights",0,33,0,0
"65252","Roma Rights",1,33,0,0
"65253","Roma Rights",1,35,0,0
"65254","Neutral Rights",1,34,0,0
"65255","Greek Rights",1,38,0,0
"65256","Roma Child",1,38,0,0
"65257","Roma Rights",1,46,0,0
"65258","Neutral Rights",1,40,0,0
"65259","Greek Child",1,33,0,0
"65260","Greek Rights",0,37,0,0
"65261","Greek Child",0,42,0,0
"65262","Greek Rights",1,32,0,0
"65263","Greek Child",0,43,0,0
"65264","Greek Child",1,49,0,0
"65265","Neutral Rights",0,30,0,0
"65266","Roma Rights",1,28,0,0
"65267","Greek Rights",0,34,0,0
"65268","Roma Child",0,33,0,0
"65269","Greek Rights",1,39,0,0
"65270","Roma Rights",1,33,0,0
"65271","Roma Child",1,32,0,0
"65272","Greek Rights",0,34,0,0
"65273","Greek Child",1,34,0,0
"65274","Roma Child",0,30,0,1
"65275","Neutral Child",0,46,0,1
"65276","Greek Rights",1,36,0,1
