"","SMS","male","Age","donated","Roma_Inf"
"10153","Neutral Child",0,34,0,0
"10154","Greek Rights",0,36,0,0
"10155","Greek Child",1,41,0,0
"10156","Greek Child",1,49,0,0
"10157","Roma Rights",0,40,0,0
"10158","Roma Rights",1,96,0,0
"10159","Neutral Child",1,39,0,0
"10160","Greek Rights",1,35,0,0
"10161","Greek Child",1,49,0,0
"10162","Greek Rights",1,49,0,0
"10163","Roma Rights",0,46,0,0
"10164","Greek Child",1,49,0,0
"10165","Neutral Rights",0,38,0,0
"10166","Roma Child",0,31,0,0
"10167","Greek Rights",0,29,0,0
"10168","Roma Child",0,32,0,0
"10169","Greek Child",1,32,0,0
"10170","Neutral Child",1,29,0,0
"10171","Greek Child",0,31,0,0
"10172","Greek Child",1,31,0,0
"10173","Roma Rights",1,42,0,0
"10174","Greek Child",1,37,0,0
"10175","Neutral Rights",0,96,0,0
"10176","Greek Rights",0,38,1,0
"10177","Neutral Rights",1,51,0,0
"10178","Roma Rights",1,38,0,0
"10179","Neutral Child",1,47,0,0
"10180","Neutral Rights",0,32,0,0
"10181","Roma Rights",1,54,0,0
"10182","Neutral Child",1,41,0,0
"10183","Neutral Rights",1,33,0,0
"10184","Greek Rights",1,31,0,0
"10185","Neutral Child",1,37,0,0
"10186","Roma Child",1,40,0,0
"10187","Roma Rights",1,31,0,0
"10188","Greek Rights",0,36,0,0
"10189","Roma Rights",0,43,0,0
"10190","Roma Rights",1,44,0,0
"10191","Greek Rights",1,51,0,0
"10192","Greek Child",1,29,0,0
"10193","Roma Rights",1,39,0,0
"10194","Roma Child",0,30,0,0
"10195","Neutral Child",0,38,0,0
"10196","Greek Rights",0,30,0,0
"10197","Roma Child",0,39,0,0
"10198","Roma Rights",1,96,0,0
"10199","Roma Rights",1,36,0,0
"10200","Neutral Rights",1,39,0,0
"10201","Greek Child",1,41,0,0
"10202","Greek Child",1,66,0,0
"10203","Greek Child",1,35,0,0
"10204","Greek Child",0,41,0,0
"10205","Greek Child",0,41,0,0
"10206","Greek Child",1,60,0,0
"10207","Roma Rights",1,32,0,0
"10208","Roma Child",1,39,0,0
"10209","Roma Child",1,60,0,0
"10210","Roma Child",1,42,0,0
"10211","Greek Child",1,40,0,0
"10212","Neutral Child",0,38,0,0
"10213","Roma Rights",1,32,0,0
"10214","Roma Child",0,39,0,0
"10215","Neutral Rights",0,38,0,0
"10216","Roma Rights",0,27,0,0
"10217","Neutral Rights",1,38,0,0
"10218","Greek Rights",0,38,0,0
"10219","Neutral Child",1,43,0,0
"10220","Roma Rights",1,29,0,0
"10221","Greek Child",1,36,0,0
"10222","Greek Rights",1,45,0,0
"10223","Roma Rights",1,39,0,0
"10224","Roma Child",1,29,0,0
"10225","Neutral Rights",0,44,0,0
"10226","Greek Rights",0,46,0,0
"10227","Greek Child",0,31,0,0
"10228","Neutral Child",0,35,0,0
"10229","Greek Child",1,32,0,0
"10230","Roma Rights",1,54,0,0
"10231","Neutral Child",1,48,0,0
"10232","Greek Rights",1,38,0,0
"10233","Greek Child",1,45,0,0
"10234","Neutral Child",1,31,0,0
"10235","Greek Rights",0,33,0,0
"10236","Greek Child",1,31,0,0
"10237","Neutral Rights",0,47,0,0
"10238","Neutral Child",1,73,0,0
"10239","Roma Child",1,54,0,0
"10240","Neutral Child",1,96,0,0
"10241","Roma Child",1,96,0,0
"10242","Greek Rights",1,52,0,0
"10243","Greek Rights",1,45,0,0
"10244","Greek Child",1,44,0,0
"10245","Greek Child",1,96,0,0
"10246","Greek Rights",1,35,0,0
"10247","Greek Rights",0,36,0,0
"10248","Greek Rights",1,32,0,0
"10249","Neutral Rights",1,41,0,0
"10250","Greek Rights",0,48,0,0
"10251","Roma Rights",1,29,0,0
"10252","Neutral Child",1,33,0,0
"10253","Greek Rights",1,30,0,0
"10254","Greek Child",0,36,0,0
"10255","Greek Rights",1,44,0,0
"10256","Greek Rights",1,35,0,0
"10257","Neutral Child",1,54,0,0
"10258","Neutral Rights",0,32,0,0
"10259","Roma Child",1,35,0,0
"10260","Roma Rights",1,38,0,0
"10261","Neutral Child",1,40,0,0
"10262","Greek Rights",1,43,0,0
"10263","Greek Child",1,48,0,0
"10264","Neutral Rights",1,39,0,0
"10265","Greek Rights",1,50,0,0
"10266","Roma Child",1,49,0,0
"10267","Greek Child",1,36,0,0
"10268","Greek Child",1,36,0,0
"10269","Neutral Child",0,40,0,0
"10270","Greek Rights",0,35,0,0
"10271","Neutral Rights",1,96,0,0
"10272","Roma Child",0,29,0,0
"10273","Roma Child",0,29,0,0
"10274","Greek Child",1,36,0,0
"10275","Neutral Rights",0,30,0,0
"10276","Greek Child",1,49,0,0
"10277","Roma Child",1,41,0,0
"10278","Neutral Child",1,34,0,0
"10279","Greek Rights",1,36,0,0
"10280","Greek Child",1,42,0,0
"10281","Greek Rights",1,39,0,0
"10282","Greek Child",1,32,0,0
"10283","Greek Child",1,40,0,0
"10284","Greek Rights",1,32,0,0
"10285","Greek Child",0,36,0,0
"10286","Roma Child",0,30,0,0
"10287","Roma Child",0,36,0,0
"10288","Neutral Rights",0,33,0,0
"10289","Neutral Rights",1,41,0,0
"10290","Roma Rights",0,85,0,0
"10291","Roma Rights",1,61,0,0
"10292","Neutral Rights",0,36,0,0
"10293","Neutral Rights",0,28,0,0
"10294","Neutral Rights",1,54,0,0
"10295","Greek Child",1,40,1,0
"10296","Roma Child",0,35,0,0
"10297","Greek Child",1,53,0,0
"10298","Neutral Child",1,25,0,0
"10299","Greek Child",0,31,0,0
"10300","Greek Rights",1,31,0,0
"10301","Neutral Child",0,28,0,0
"10302","Roma Child",0,37,0,0
"10303","Greek Child",1,33,0,0
"10304","Greek Child",1,34,0,0
"10305","Roma Child",1,39,0,0
"10306","Greek Rights",1,49,0,0
"10307","Greek Rights",0,36,0,0
"10308","Neutral Child",1,96,0,0
"10309","Neutral Rights",0,96,0,0
"10310","Greek Rights",0,96,0,0
"10311","Greek Child",1,46,0,0
"10312","Neutral Child",1,46,0,0
"10313","Roma Child",0,32,0,0
"10314","Greek Child",1,38,0,0
"10315","Neutral Rights",0,39,0,0
"10316","Roma Rights",1,34,0,0
"10317","Roma Child",1,33,0,0
"10318","Greek Rights",1,33,0,0
"10319","Roma Rights",0,44,0,0
"10320","Greek Rights",1,61,0,0
"10321","Roma Rights",0,31,0,0
"10322","Roma Child",0,43,0,0
"10323","Roma Rights",1,32,0,0
"10324","Greek Child",0,41,0,0
"10325","Greek Rights",1,42,0,0
"10326","Neutral Child",1,27,0,0
"10327","Neutral Child",1,69,0,0
"10328","Greek Rights",0,31,0,0
"10329","Roma Child",0,36,0,0
"10330","Greek Rights",0,35,0,0
"10331","Roma Rights",1,39,0,0
"10332","Roma Child",0,61,0,0
"10333","Roma Child",1,38,0,0
"10334","Neutral Child",1,36,0,0
"10335","Neutral Rights",1,56,0,0
"10336","Greek Child",0,44,0,0
"10337","Greek Child",0,49,0,0
"10338","Roma Rights",0,49,0,0
"10339","Greek Rights",1,35,0,0
"10340","Neutral Rights",1,41,0,0
"10341","Greek Rights",1,96,0,0
"10342","Roma Rights",0,30,0,0
"10343","Neutral Rights",1,49,0,0
"10344","Greek Child",0,33,0,0
"10345","Greek Rights",1,32,0,0
"10346","Roma Child",1,37,0,0
"10347","Greek Child",1,35,0,0
"10348","Greek Rights",1,30,0,0
"10349","Greek Child",1,38,0,0
"10350","Neutral Rights",1,31,0,0
"10351","Greek Rights",0,58,0,0
"10352","Greek Child",1,40,0,0
"10353","Greek Child",1,31,0,0
"10354","Greek Rights",0,31,0,0
"10355","Roma Rights",0,37,0,0
"10356","Roma Rights",1,35,0,0
"10357","Greek Child",0,89,0,0
"10358","Greek Rights",1,43,0,0
"10359","Roma Rights",1,47,0,0
"10360","Roma Child",0,46,0,0
"10361","Greek Rights",1,38,0,0
"10362","Greek Child",0,35,0,0
"10363","Roma Rights",0,29,0,0
"10364","Greek Child",0,29,0,0
"10365","Roma Rights",1,35,0,0
"10366","Greek Rights",1,92,0,0
"10367","Roma Child",1,37,0,0
"10368","Roma Child",1,60,0,0
"10369","Neutral Rights",0,35,0,0
"10370","Roma Child",1,38,0,0
"10371","Roma Child",0,38,0,0
"10372","Greek Rights",0,29,0,0
"10373","Greek Child",0,36,0,0
"10374","Roma Rights",1,29,0,0
"10375","Roma Child",1,89,0,0
"10376","Greek Child",1,36,0,0
"10377","Neutral Rights",1,87,0,0
"10378","Roma Rights",0,36,0,0
"10379","Neutral Child",0,34,0,0
"10380","Roma Rights",0,31,0,0
"10381","Neutral Child",1,34,0,0
"10382","Roma Child",0,35,0,0
"10383","Greek Rights",0,32,0,0
"10384","Greek Rights",1,34,0,0
"10385","Neutral Rights",1,34,0,0
"10386","Greek Rights",1,43,0,0
"10387","Neutral Child",0,35,0,0
"10388","Greek Rights",1,94,0,1
"10389","Greek Child",1,33,0,1
"10390","Greek Child",1,42,0,1
"10391","Neutral Rights",1,30,0,1
"10392","Greek Child",1,21,0,1
"10393","Greek Child",1,53,0,1
"10394","Greek Rights",0,53,0,1
"10395","Roma Rights",1,33,0,1
"10396","Greek Rights",1,29,0,1
"10397","Roma Child",1,35,0,1
"10398","Roma Child",1,46,0,1
"10399","Roma Rights",1,45,0,1
"10400","Greek Child",1,32,0,1
"10401","Roma Rights",0,57,0,1
"10402","Neutral Rights",1,57,0,1
"10403","Neutral Child",1,35,0,1
"10404","Greek Child",1,33,0,1
"10405","Neutral Rights",0,36,0,1
"10406","Roma Rights",1,37,0,1
"10407","Neutral Rights",1,40,0,1
"10408","Neutral Rights",1,70,0,1
"10409","Neutral Child",1,37,0,1
"10410","Neutral Child",1,34,0,1
"10411","Roma Rights",1,32,0,1
"10412","Greek Child",0,28,0,1
"10413","Roma Child",0,43,0,1
"10414","Roma Rights",0,35,0,1
"10415","Roma Child",1,74,0,1
"10416","Neutral Child",1,36,0,1
"10417","Roma Child",1,33,0,1
"10418","Greek Child",1,37,0,1
"10419","Greek Child",1,50,0,1
"10420","Neutral Rights",0,50,0,1
"10421","Greek Child",1,40,0,1
"10422","Neutral Child",1,41,0,1
"10423","Neutral Rights",0,39,0,1
"10424","Roma Child",0,37,0,1
"10425","Roma Rights",1,34,0,1
"10426","Neutral Child",0,37,0,1
"10427","Greek Rights",0,30,0,1
"10428","Greek Child",0,44,0,1
"10429","Neutral Rights",0,35,0,1
"10430","Greek Child",1,34,0,1
"10431","Roma Child",1,34,0,1
"10432","Greek Child",1,36,0,1
"10433","Greek Child",1,35,0,1
"10434","Roma Child",1,30,0,1
"10435","Greek Child",0,96,0,1
"10436","Neutral Rights",0,53,0,1
"10437","Greek Child",1,37,0,1
"10438","Neutral Child",0,31,0,1
"10439","Neutral Rights",1,33,0,1
"10440","Roma Rights",0,34,0,1
"10441","Roma Rights",0,34,0,1
"10442","Neutral Rights",1,29,0,1
"10443","Neutral Child",1,37,0,1
"10444","Roma Rights",0,31,0,1
"10445","Greek Rights",1,42,0,1
"10446","Roma Child",0,42,0,1
"10447","Greek Rights",0,35,0,1
"10448","Roma Rights",0,41,0,1
"10449","Neutral Rights",1,96,0,1
"10450","Roma Child",1,50,0,1
"10451","Neutral Child",0,34,0,1
"10452","Roma Rights",1,36,0,1
"10453","Greek Child",1,116,0,1
"10454","Neutral Rights",1,48,0,1
"10455","Roma Child",1,35,0,1
"10456","Roma Rights",1,43,0,1
"10457","Greek Rights",1,35,0,1
"10458","Roma Rights",0,34,0,1
"10459","Roma Child",0,46,0,1
"10460","Greek Child",1,42,0,1
"10461","Roma Child",1,37,0,1
"10462","Roma Child",1,37,0,1
"10463","Neutral Child",0,40,0,1
"10464","Greek Rights",0,34,0,1
"10465","Neutral Child",1,38,0,1
"10466","Greek Rights",1,43,0,1
"10467","Greek Child",1,34,0,1
"10468","Greek Rights",0,47,0,1
"10469","Greek Child",0,36,0,1
"10470","Greek Child",1,37,0,1
"10471","Neutral Child",1,39,0,1
"10472","Neutral Child",1,31,0,1
"10473","Greek Rights",1,32,0,1
"10474","Roma Rights",0,34,0,1
"10475","Roma Child",0,34,0,1
"10476","Roma Rights",1,42,0,1
"10477","Greek Rights",1,37,0,1
"10478","Roma Rights",1,35,0,1
"10479","Neutral Rights",1,32,0,1
"10480","Greek Rights",0,49,0,1
"10481","Greek Child",0,66,0,1
"10482","Greek Rights",0,33,0,1
"10483","Neutral Rights",1,48,0,1
"10484","Neutral Child",1,50,0,1
"10485","Roma Child",1,64,0,1
"10486","Greek Child",1,43,0,1
"10487","Neutral Child",1,33,0,1
"10488","Greek Child",0,35,0,1
"10489","Neutral Rights",1,31,0,1
"10490","Neutral Child",0,34,0,1
"10491","Roma Child",0,36,0,1
"10492","Greek Child",1,96,0,1
"10493","Greek Rights",1,34,0,1
"10494","Greek Rights",1,33,0,1
"10495","Greek Child",1,90,0,1
"10496","Roma Child",1,37,0,1
"10497","Greek Child",0,96,0,1
"10498","Roma Child",1,36,0,1
"10499","Roma Child",0,33,0,1
"10500","Roma Rights",1,36,0,1
"10501","Greek Rights",1,81,0,1
"10502","Greek Rights",1,39,0,1
"10503","Greek Child",1,43,0,1
"10504","Roma Rights",0,63,0,1
"10505","Roma Rights",0,32,0,1
"10506","Roma Rights",1,32,0,1
"10507","Roma Child",1,31,0,1
"10508","Roma Rights",1,39,0,1
"10509","Roma Rights",1,30,0,1
"10510","Greek Child",0,15,0,1
"10511","Roma Rights",1,46,0,1
"10512","Roma Rights",1,33,0,1
"10513","Greek Rights",1,38,0,1
"10514","Greek Rights",1,36,0,1
"10515","Roma Rights",1,32,0,1
"10516","Roma Rights",1,40,0,1
"10517","Neutral Rights",0,95,0,1
"10518","Roma Child",0,38,0,1
"10519","Neutral Rights",1,36,0,1
"10520","Roma Child",1,36,0,1
"10521","Roma Child",0,38,0,1
"10522","Greek Rights",1,116,0,1
"10523","Neutral Rights",1,52,0,1
"10524","Greek Rights",1,36,0,1
"10525","Neutral Child",1,39,0,1
"10526","Roma Child",0,27,0,1
"10527","Roma Child",0,51,0,1
"10528","Greek Child",1,37,0,1
"10529","Roma Rights",0,32,0,1
"10530","Neutral Child",1,40,0,1
"10531","Greek Rights",1,31,0,1
"10532","Roma Rights",0,42,0,1
"10533","Greek Rights",1,32,0,1
"10534","Greek Rights",1,43,0,1
"10535","Roma Rights",1,96,0,1
"10536","Neutral Rights",0,34,0,1
"10537","Greek Child",1,30,0,1
"10538","Roma Child",0,32,0,1
"10539","Neutral Rights",0,36,0,1
"10540","Roma Child",0,35,0,1
"10541","Neutral Child",1,36,0,1
"10542","Neutral Rights",1,33,0,1
"10543","Greek Child",1,38,0,1
"10544","Neutral Child",0,34,0,1
"10545","Neutral Child",1,35,0,1
"10546","Neutral Child",0,33,0,1
"10547","Roma Rights",1,33,0,1
"10548","Roma Child",1,34,0,1
"10549","Neutral Child",1,36,0,1
"10550","Greek Rights",0,36,0,1
"10551","Greek Child",1,35,0,1
"10552","Greek Rights",1,34,0,1
"10553","Roma Child",1,45,0,1
"10554","Greek Rights",1,96,0,1
"10555","Roma Child",1,36,0,1
"10556","Greek Rights",1,33,0,1
"10557","Neutral Rights",1,62,0,1
"10558","Greek Child",1,36,0,1
"10559","Neutral Child",1,53,0,1
"10560","Neutral Child",0,34,0,1
"10561","Roma Rights",0,37,0,1
"10562","Neutral Child",1,49,0,1
"10563","Roma Child",1,37,0,1
"10564","Greek Rights",1,42,0,1
"10565","Roma Child",1,31,0,1
"10566","Roma Child",1,34,0,1
"10567","Greek Child",1,36,0,1
"10568","Roma Rights",1,29,0,1
"10569","Neutral Rights",0,34,0,1
"10570","Neutral Rights",1,32,0,1
"10571","Greek Child",0,34,0,1
"10572","Roma Rights",0,34,0,1
"10573","Greek Child",0,85,0,1
"10574","Greek Rights",1,45,0,1
"10575","Greek Rights",1,37,0,1
"10576","Roma Rights",0,47,0,1
"10577","Roma Child",0,27,0,1
"10578","Greek Rights",1,34,0,1
"10579","Neutral Rights",1,48,0,1
"10580","Roma Child",1,40,0,1
"10581","Greek Child",0,56,0,1
"10582","Greek Child",1,34,0,1
"10583","Greek Rights",1,59,0,1
"10584","Roma Rights",0,39,0,1
"10585","Neutral Child",1,35,0,1
"10586","Greek Rights",1,31,0,1
"10587","Roma Rights",1,29,0,1
"10588","Roma Rights",1,46,0,1
"10589","Roma Child",1,36,0,1
"10590","Neutral Child",1,37,0,1
"10591","Roma Child",0,35,0,1
"10592","Greek Rights",1,37,0,1
"10593","Greek Rights",1,38,0,1
"10594","Greek Rights",1,30,0,1
"10595","Neutral Child",1,41,0,1
"10596","Greek Child",1,37,0,1
"10597","Roma Child",0,46,0,1
"10598","Greek Rights",1,37,0,1
"10599","Roma Rights",1,43,0,1
"10600","Roma Rights",1,30,0,1
"10601","Neutral Rights",1,34,0,1
"10602","Greek Rights",0,33,0,1
"10603","Neutral Rights",0,41,0,1
"10604","Neutral Child",1,67,0,1
"10605","Greek Child",1,32,0,1
"10606","Neutral Rights",1,36,0,1
"10607","Greek Rights",0,60,0,1
"10608","Roma Child",0,24,0,1
"10609","Greek Child",1,46,0,1
"10610","Roma Rights",1,36,0,1
"10611","Neutral Rights",1,32,0,1
"10612","Roma Child",1,32,0,1
"10613","Greek Rights",1,32,0,1
"10614","Greek Child",1,32,0,1
"10615","Roma Child",1,31,0,1
"10616","Greek Child",0,40,0,1
"10617","Neutral Rights",1,34,0,1
"10618","Greek Child",1,40,0,1
"10619","Neutral Rights",1,31,0,1
"10620","Greek Child",0,28,0,1
"10621","Greek Rights",1,42,0,1
"10622","Roma Child",1,28,0,1
"10623","Roma Child",0,33,0,1
"10624","Neutral Child",1,36,0,1
"10625","Greek Rights",0,46,0,1
"10626","Roma Child",1,52,0,1
"10627","Roma Child",1,30,0,1
"10628","Roma Rights",0,28,0,1
"10629","Greek Child",1,29,0,1
"10630","Greek Rights",1,49,0,1
"10631","Greek Child",1,34,0,1
"10632","Neutral Rights",0,33,0,1
"10633","Greek Child",0,42,0,1
"10634","Greek Rights",1,30,0,1
"10635","Roma Rights",1,35,0,1
"10636","Roma Rights",1,34,0,1
"10637","Greek Child",1,35,0,1
"10638","Greek Child",1,48,0,1
"10639","Roma Rights",1,36,0,1
"10640","Neutral Child",1,30,0,1
"10641","Greek Rights",0,42,0,1
"10642","Greek Rights",0,28,0,1
"10643","Neutral Child",1,83,0,1
"10644","Roma Rights",0,33,0,1
"10645","Greek Child",1,28,0,1
"10646","Greek Rights",1,32,0,1
"10647","Roma Child",0,29,0,1
"10648","Roma Child",1,33,0,1
"10649","Neutral Rights",1,44,0,1
"10650","Greek Child",0,34,0,1
"10651","Greek Child",0,60,0,1
"10652","Greek Rights",1,41,0,1
"10653","Neutral Rights",1,31,0,1
"10654","Greek Rights",1,30,0,1
"10655","Greek Child",0,34,0,1
"10656","Neutral Rights",1,30,0,1
"10657","Roma Child",0,48,0,1
"10658","Roma Rights",1,46,0,1
"10659","Greek Rights",0,28,0,1
"10660","Roma Child",0,37,0,1
"10661","Greek Rights",1,31,0,1
"10662","Greek Child",1,35,0,1
"10663","Neutral Rights",0,42,0,1
"10664","Roma Rights",1,43,0,1
"10665","Neutral Child",0,96,0,1
"10666","Neutral Rights",1,38,0,1
"10667","Greek Child",1,40,0,1
"10668","Greek Rights",0,36,0,1
"10669","Neutral Child",0,36,0,1
"10670","Roma Rights",1,37,0,1
"10671","Greek Child",1,29,0,1
"10672","Neutral Child",1,37,0,1
"10673","Neutral Child",1,35,0,1
"10674","Greek Child",1,34,0,1
"10675","Roma Child",0,34,0,1
"10676","Roma Child",1,37,0,1
"10677","Neutral Rights",0,33,0,1
"10678","Greek Rights",1,30,0,1
"10679","Roma Child",0,37,0,1
"10680","Roma Rights",0,28,0,1
"10681","Neutral Rights",0,40,0,1
"10682","Roma Rights",1,38,0,1
"10683","Neutral Child",1,33,0,1
"10684","Neutral Child",1,64,0,1
"10685","Greek Rights",1,29,0,1
"10686","Neutral Child",1,43,0,1
"10687","Roma Child",0,28,0,1
"10688","Greek Child",0,32,0,1
"10689","Roma Child",1,96,0,1
"10690","Neutral Child",0,37,0,1
"10691","Neutral Rights",1,33,0,1
"10692","Greek Child",1,36,0,1
"10693","Neutral Rights",0,34,0,1
"10694","Neutral Rights",1,47,0,1
"10695","Neutral Child",1,35,0,1
"10696","Greek Child",1,36,0,1
"10697","Roma Child",1,32,0,1
"10698","Roma Rights",1,44,0,1
"10699","Greek Child",1,57,0,1
"10700","Roma Rights",1,30,0,1
"10701","Neutral Rights",1,33,0,1
"10702","Roma Rights",1,32,0,1
"10703","Roma Rights",1,46,0,1
"10704","Greek Rights",0,33,0,1
"10705","Roma Child",0,43,0,1
"10706","Greek Rights",1,34,0,1
"10707","Greek Child",0,29,0,1
"10708","Roma Rights",1,26,0,1
"10709","Roma Child",0,29,0,1
"10710","Greek Child",1,33,0,1
"10711","Neutral Child",0,31,0,1
"10712","Greek Rights",0,34,0,1
"10713","Roma Rights",0,35,0,1
"10714","Roma Child",0,32,0,1
"10715","Greek Rights",0,38,0,1
"10716","Roma Rights",0,39,0,1
"10717","Roma Child",1,30,0,1
"10718","Neutral Child",0,36,0,1
"10719","Greek Rights",1,52,0,1
"10720","Neutral Rights",1,26,0,1
"10721","Greek Child",0,50,0,1
"10722","Neutral Child",1,33,0,1
"10723","Neutral Rights",1,42,0,1
"10724","Greek Child",1,46,1,1
"10725","Roma Rights",0,34,0,1
"10726","Greek Child",1,78,0,1
"10727","Greek Child",1,47,0,1
"10728","Neutral Rights",1,37,0,1
"10729","Neutral Rights",1,33,0,1
"10730","Neutral Child",1,25,0,1
"10731","Greek Rights",0,31,0,1
"10732","Greek Rights",0,39,0,1
"10733","Roma Rights",0,35,0,1
"10734","Neutral Rights",1,30,0,1
"10735","Roma Rights",0,35,0,1
"10736","Roma Child",0,92,0,1
"10737","Neutral Child",0,35,0,1
"10738","Greek Rights",0,40,0,1
"10739","Roma Rights",0,38,0,1
"10740","Neutral Rights",1,31,0,1
"10741","Roma Rights",1,35,0,1
"10742","Greek Child",0,34,0,1
"10743","Neutral Child",1,43,0,1
"10744","Neutral Child",1,50,0,1
"10745","Greek Child",0,30,0,1
"10746","Roma Child",1,38,0,1
"10747","Neutral Child",1,28,0,1
"10748","Roma Rights",1,67,0,1
"10749","Roma Child",1,17,0,1
"10750","Neutral Rights",0,37,0,1
"10751","Neutral Child",1,29,0,1
"10752","Neutral Child",1,42,0,1
"10753","Greek Child",1,39,0,1
"10754","Neutral Rights",0,52,0,1
"10755","Greek Rights",1,32,0,1
"10756","Roma Rights",0,38,0,1
"10757","Greek Child",1,40,0,1
"10758","Greek Rights",1,46,0,1
"10759","Greek Child",1,95,0,1
"10760","Greek Rights",1,50,0,1
"10761","Neutral Rights",1,46,0,1
"10762","Roma Child",1,96,0,1
"10763","Neutral Rights",0,37,0,1
"10764","Greek Child",0,32,0,1
"10765","Roma Child",1,41,0,1
"10766","Roma Child",1,43,0,1
"10767","Roma Child",1,58,0,0
"10768","Roma Child",1,76,0,0
"10769","Roma Child",1,34,0,0
"10770","Greek Child",1,50,0,0
"10771","Greek Rights",0,32,0,0
"10772","Roma Rights",0,38,0,0
"10773","Greek Rights",1,34,0,0
"10774","Greek Child",1,34,0,0
"10775","Neutral Child",1,31,0,0
"10776","Roma Rights",0,34,0,0
"10777","Neutral Child",0,35,0,0
"10778","Neutral Child",0,34,0,0
"10779","Neutral Child",1,38,0,0
"10780","Greek Rights",1,51,0,0
"10781","Roma Child",0,63,0,0
"10782","Roma Child",1,39,0,0
"10783","Roma Rights",1,35,0,0
"10784","Roma Rights",0,28,0,0
"10785","Roma Child",0,41,0,0
"10786","Neutral Child",0,33,0,0
"10787","Roma Rights",0,31,0,0
"10788","Roma Child",0,91,0,0
"10789","Roma Rights",1,34,0,0
"10790","Roma Child",0,30,0,0
"10791","Greek Rights",0,36,0,0
"10792","Neutral Rights",1,34,0,0
"10793","Greek Child",0,28,0,0
"10794","Roma Child",1,41,0,0
"10795","Neutral Rights",1,27,0,0
"10796","Neutral Rights",0,30,0,0
"10797","Greek Child",1,33,0,0
"10798","Greek Child",1,34,0,0
"10799","Greek Rights",1,35,0,0
"10800","Neutral Rights",0,29,0,0
"10801","Greek Rights",0,33,0,0
"10802","Roma Rights",1,31,0,0
"10803","Neutral Child",1,31,0,0
